drone_id,latitude,longitude,altitude,speed,battery,packet_sequence,speed_alt_ratio,battery_drain_rate,attack_type,is_anomaly
drone_8,34.041423,-118.263138,174.1,19.13,65.91,1456,0.1093,34.09,NORMAL,0
drone_1,34.052486,-118.236269,53.72,6.72,73.72,312,0.1228,26.28,NORMAL,0
drone_8,34.043258,-118.243891,229.8,11.57,86.08,412,0.0501,13.92,NORMAL,0
drone_1,34.044246,-118.236471,153.22,7.34,67.71,1336,0.0476,32.29,NORMAL,0
drone_7,34.055495,-118.245186,0.64,0.54,3.57,1940,0.3293,96.43,JAMMING,1
drone_2,34.058374,-118.249837,297.95,6.92,63.3,1141,0.0231,36.7,NORMAL,0
drone_7,34.041476,-118.254452,277.06,6.46,78.51,1447,0.0232,21.49,NORMAL,0
drone_3,34.035762,-118.243895,89.62,37.79,52.81,78605,0.417,47.19,DOS,1
drone_1,34.063453,-118.255821,68.07,48.74,25.31,68457,0.7057,74.69,DOS,1
drone_6,34.059077,-118.232501,235.06,18.4,96.65,135,0.0779,3.35,NORMAL,0
drone_2,34.067344,-118.224744,228.97,9.98,63.97,87,0.0434,36.03,NORMAL,0
drone_5,34.038513,-118.240838,97.35,22.05,74.18,1213,0.2242,25.82,NORMAL,0
drone_8,34.070863,-118.248578,224.11,16.99,84.06,1096,0.0755,15.94,NORMAL,0
drone_7,34.056882,-118.263658,87.29,50.88,56.96,80237,0.5763,43.04,DOS,1
drone_4,34.042395,-118.235424,76.38,15.76,63.14,395,0.2037,36.86,NORMAL,0
drone_1,34.068339,-118.250971,284.76,24.33,90.2,908,0.0851,9.8,NORMAL,0
drone_5,34.071991,-118.255164,281.47,6.85,99.53,630,0.0243,0.47,NORMAL,0
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.063887,-118.2463,208.61,7.78,93.59,1086,0.0371,6.41,NORMAL,0
drone_5,34.069424,-118.250109,75.07,12.05,79.56,658,0.1584,20.44,NORMAL,0
drone_9,34.046063,-118.247601,9.63,0.53,3.65,1946,0.0499,96.35,JAMMING,1
drone_3,34.044404,-118.241831,233.78,11.6,69.92,246,0.0494,30.08,NORMAL,0
drone_8,34.040768,-118.256115,158.95,21.61,74.96,688,0.1351,25.04,NORMAL,0
drone_1,34.051586,-118.241242,98.49,31.11,30.14,65331,0.3127,69.86,DOS,1
drone_7,34.049842,-118.236735,1.98,1.99,9.47,1963,0.6678,90.53,JAMMING,1
drone_3,34.380451,-118.037887,284.72,103.46,54.4,1734,0.3621,45.6,GPS_SPOOFING,1
drone_8,34.037194,-118.259331,52.18,11.73,91.36,1234,0.2206,8.64,NORMAL,0
drone_6,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.055104,-118.262244,264.37,20.42,85.64,844,0.0769,14.36,NORMAL,0
drone_10,34.047656,-118.22506,178.45,22.32,89.62,1062,0.1244,10.38,NORMAL,0
drone_5,34.050058,-118.248292,8.75,0.62,2.31,1957,0.0636,97.69,JAMMING,1
drone_7,34.201507,-117.975607,294.22,154.41,46.89,1646,0.523,53.11,GPS_SPOOFING,1
drone_10,34.071451,-118.233287,153.79,10.87,75.44,698,0.0702,24.56,NORMAL,0
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.043721,-118.235071,99.29,24.47,80.53,338,0.244,19.47,NORMAL,0
drone_3,34.066064,-118.237004,162.03,8.59,80.21,537,0.0527,19.79,NORMAL,0
drone_3,34.042149,-118.224239,208.24,8.89,85.44,321,0.0425,14.56,NORMAL,0
drone_4,34.039383,-118.228781,118.62,8.98,90.24,981,0.0751,9.76,NORMAL,0
drone_4,34.056243,-118.231072,112.27,11.79,80.8,814,0.1041,19.2,NORMAL,0
drone_10,34.061202,-118.233249,116.12,24.05,88.35,535,0.2053,11.65,NORMAL,0
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.324052,-117.75433,173.05,131.95,47.58,1546,0.7581,52.42,GPS_SPOOFING,1
drone_2,34.399607,-117.947232,259.45,86.62,41.78,1575,0.3326,58.22,GPS_SPOOFING,1
drone_8,34.055676,-118.227185,270.28,11.59,63.38,403,0.0427,36.62,NORMAL,0
drone_2,34.059399,-118.246274,249.46,7.12,84.12,608,0.0284,15.88,NORMAL,0
drone_9,34.068828,-118.230642,210.33,8.28,85.85,1150,0.0392,14.15,NORMAL,0
drone_5,34.069766,-118.262071,196.48,12.65,86.03,582,0.0641,13.97,NORMAL,0
drone_9,34.041455,-118.257906,210.79,15.32,60.07,41,0.0723,39.93,NORMAL,0
drone_1,34.059448,-118.263242,119.52,6.1,79.75,372,0.0506,20.25,NORMAL,0
drone_5,34.033244,-118.25958,223.34,24.36,64.21,1226,0.1086,35.79,NORMAL,0
drone_6,34.062133,-118.263424,282.21,18.03,83.32,501,0.0637,16.68,NORMAL,0
drone_6,34.06396,-118.248811,208.07,6.46,98.76,821,0.0309,1.24,NORMAL,0
drone_3,34.051177,-118.23991,98.02,5.01,83.54,783,0.0506,16.46,NORMAL,0
drone_1,34.069323,-118.22469,66.69,7.43,61.31,1437,0.1098,38.69,NORMAL,0
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.048802,-118.237377,187.32,20.7,97.01,1067,0.1099,2.99,NORMAL,0
drone_10,34.04912,-118.24651,288.0,21.03,81.64,260,0.0728,18.36,NORMAL,0
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.069267,-118.241329,147.33,14.27,86.16,143,0.0962,13.84,NORMAL,0
drone_2,34.071467,-118.260455,107.13,17.19,87.12,877,0.159,12.88,NORMAL,0
drone_6,34.036211,-118.244938,227.02,22.26,81.98,826,0.0976,18.02,NORMAL,0
drone_1,34.522568,-117.91047,260.43,103.69,84.82,1610,0.3966,15.18,GPS_SPOOFING,1
drone_8,34.065651,-118.233924,267.29,12.86,70.9,813,0.0479,29.1,NORMAL,0
drone_3,34.344655,-118.045468,309.55,146.13,83.38,1566,0.4706,16.62,GPS_SPOOFING,1
drone_10,34.032377,-118.25463,217.91,22.38,82.85,612,0.1022,17.15,NORMAL,0
drone_3,34.055265,-118.251242,13.59,1.97,10.23,1857,0.135,89.77,JAMMING,1
drone_5,34.037206,-118.233916,81.99,15.96,87.98,177,0.1923,12.02,NORMAL,0
drone_2,34.290717,-117.957457,371.53,93.29,65.32,1663,0.2504,34.68,GPS_SPOOFING,1
drone_9,34.061086,-118.235444,147.32,23.39,62.23,207,0.1577,37.77,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.049644,-118.228736,204.25,17.21,94.93,525,0.0838,5.07,NORMAL,0
drone_8,34.057217,-118.256833,150.3,5.46,72.6,1480,0.0361,27.4,NORMAL,0
drone_9,34.496734,-117.90771,228.53,103.18,86.47,1723,0.4495,13.53,GPS_SPOOFING,1
drone_8,34.046963,-118.244059,184.88,13.39,98.99,749,0.072,1.01,NORMAL,0
drone_1,34.054104,-118.253472,185.44,20.31,98.13,399,0.1089,1.87,NORMAL,0
drone_3,34.041794,-118.258898,94.78,19.29,86.93,306,0.2014,13.07,NORMAL,0
drone_9,34.056366,-118.239104,137.87,17.2,82.71,171,0.1239,17.29,NORMAL,0
drone_4,34.220087,-117.761057,175.99,114.91,77.89,1712,0.6492,22.11,GPS_SPOOFING,1
drone_7,34.069277,-118.23648,183.03,23.21,84.18,887,0.1261,15.82,NORMAL,0
drone_2,34.070524,-118.237367,176.95,6.85,74.94,1280,0.0385,25.06,NORMAL,0
drone_10,34.394269,-117.821987,287.06,93.89,67.85,1534,0.3259,32.15,GPS_SPOOFING,1
drone_2,34.054369,-118.252726,3.92,0.42,7.68,1947,0.0854,92.32,JAMMING,1
drone_3,34.057444,-118.227058,106.13,53.67,59.27,67216,0.501,40.73,DOS,1
drone_4,34.055905,-118.237477,237.11,19.04,94.41,681,0.08,5.59,NORMAL,0
drone_3,34.057596,-118.249317,129.37,20.47,68.53,388,0.157,31.47,NORMAL,0
drone_7,34.045977,-118.246417,79.82,32.7,24.98,69515,0.4046,75.02,DOS,1
drone_3,34.050992,-118.26131,99.97,15.26,91.95,746,0.1511,8.05,NORMAL,0
drone_1,34.043343,-118.25265,11.69,1.71,8.39,1758,0.1348,91.61,JAMMING,1
drone_1,34.047525,-118.253311,234.53,23.35,66.91,899,0.0991,33.09,NORMAL,0
drone_6,34.066392,-118.223766,278.07,24.48,76.59,824,0.0877,23.41,NORMAL,0
drone_4,34.046254,-118.249385,298.78,7.9,97.32,374,0.0264,2.68,NORMAL,0
drone_6,34.05469,-118.237362,254.81,8.29,70.84,1057,0.0324,29.16,NORMAL,0
drone_5,34.034542,-118.257111,144.99,5.78,64.95,367,0.0396,35.05,NORMAL,0
drone_1,34.035951,-118.238133,50.59,8.02,82.4,97,0.1555,17.6,NORMAL,0
drone_8,34.039443,-118.238627,188.1,9.73,94.63,46,0.0515,5.37,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.277322,-117.7507,272.51,158.67,58.78,1616,0.5801,41.22,GPS_SPOOFING,1
drone_2,34.045465,-118.229866,299.42,21.26,68.34,1311,0.0708,31.66,NORMAL,0
drone_8,34.435413,-117.897286,361.23,94.78,47.79,1737,0.2617,52.21,GPS_SPOOFING,1
drone_2,34.067037,-118.2516,70.54,23.29,82.93,1168,0.3256,17.07,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.065281,-118.234772,50.46,13.83,76.17,402,0.2688,23.83,NORMAL,0
drone_2,34.046501,-118.232111,127.48,24.96,61.43,139,0.1943,38.57,NORMAL,0
drone_8,34.049506,-118.225154,117.96,13.77,95.72,788,0.1158,4.28,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.057126,-118.261276,91.33,17.81,75.63,953,0.1929,24.37,NORMAL,0
drone_4,34.035183,-118.250305,183.87,7.47,78.22,795,0.0404,21.78,NORMAL,0
drone_4,34.06868,-118.224361,126.96,13.99,89.0,11,0.1093,11.0,NORMAL,0
drone_2,34.038765,-118.229188,167.86,13.81,66.83,1240,0.0818,33.17,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.032447,-118.22967,120.2,5.76,78.01,622,0.0475,21.99,NORMAL,0
drone_5,34.033108,-118.258053,258.63,6.56,82.33,39,0.0253,17.67,NORMAL,0
drone_2,34.043554,-118.243694,11.65,1.32,8.97,1814,0.1043,91.03,JAMMING,1
drone_7,34.048029,-118.239179,63.75,22.03,63.76,481,0.3402,36.24,NORMAL,0
drone_7,34.050608,-118.233912,13.46,0.23,5.55,1841,0.0159,94.45,JAMMING,1
drone_6,34.033347,-118.237231,103.31,8.51,66.9,1429,0.0816,33.1,NORMAL,0
drone_4,34.063947,-118.252696,167.44,18.36,80.39,391,0.109,19.61,NORMAL,0
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.069035,-118.246896,156.42,39.37,37.27,30871,0.2501,62.73,DOS,1
drone_3,34.058736,-118.24481,5.6,0.47,12.99,1894,0.0712,87.01,JAMMING,1
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_2,34.053634,-118.234696,172.34,9.98,66.25,1370,0.0576,33.75,NORMAL,0
drone_4,34.048708,-118.248826,2.64,1.48,8.04,1797,0.4066,91.96,JAMMING,1
drone_2,34.061684,-118.237386,66.48,16.77,82.91,1144,0.2485,17.09,NORMAL,0
drone_6,34.062354,-118.240185,58.0,38.33,24.73,83850,0.6497,75.27,DOS,1
drone_1,34.068495,-118.251598,277.93,9.66,76.72,1421,0.0346,23.28,NORMAL,0
drone_1,34.497331,-118.013559,182.93,157.58,89.31,1690,0.8567,10.69,GPS_SPOOFING,1
drone_4,34.057544,-118.246066,88.83,6.17,89.61,1249,0.0687,10.39,NORMAL,0
drone_10,34.06702,-118.249545,176.03,16.16,72.74,24,0.0913,27.26,NORMAL,0
drone_6,34.059744,-118.232529,89.78,16.78,66.14,465,0.1848,33.86,NORMAL,0
drone_6,34.053423,-118.237581,222.4,12.41,85.31,1054,0.0556,14.69,NORMAL,0
drone_9,34.043585,-118.240987,229.79,9.42,90.42,3,0.0408,9.58,NORMAL,0
drone_6,34.048211,-118.234564,12.5,0.01,2.04,1933,0.0007,97.96,JAMMING,1
drone_1,34.068039,-118.260353,279.52,10.62,92.18,1206,0.0379,7.82,NORMAL,0
drone_7,34.044594,-118.223725,246.56,17.31,84.95,1393,0.0699,15.05,NORMAL,0
drone_7,34.337125,-117.907978,133.5,131.19,84.64,1615,0.9754,15.36,GPS_SPOOFING,1
drone_2,34.070022,-118.250944,218.89,23.17,91.87,1125,0.1054,8.13,NORMAL,0
drone_10,34.337535,-117.914752,191.74,136.52,60.57,1563,0.7083,39.43,GPS_SPOOFING,1
drone_3,34.045675,-118.243666,10.85,1.87,2.93,1909,0.1578,97.07,JAMMING,1
drone_8,34.065177,-118.231899,246.07,19.22,84.03,296,0.0778,15.97,NORMAL,0
drone_8,34.061568,-118.247932,170.26,19.6,93.52,343,0.1144,6.48,NORMAL,0
drone_6,34.05709,-118.24308,153.42,11.58,61.22,610,0.075,38.78,NORMAL,0
drone_5,34.058325,-118.240785,2.88,1.52,3.05,1877,0.3918,96.95,JAMMING,1
drone_5,34.050327,-118.232546,277.53,10.8,80.9,875,0.0388,19.1,NORMAL,0
drone_4,34.044994,-118.229894,59.24,21.67,96.78,1303,0.3597,3.22,NORMAL,0
drone_4,34.054563,-118.256317,235.44,16.76,64.99,1052,0.0709,35.01,NORMAL,0
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.055814,-118.244622,220.37,10.75,88.45,126,0.0486,11.55,NORMAL,0
drone_4,34.041173,-118.248963,74.28,23.57,75.41,423,0.3131,24.59,NORMAL,0
drone_8,34.068529,-118.249457,221.58,7.39,79.89,1001,0.0332,20.11,NORMAL,0
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.053704,-118.225556,238.29,18.24,96.51,684,0.0762,3.49,NORMAL,0
drone_7,34.062116,-118.234557,124.09,12.58,80.26,762,0.1006,19.74,NORMAL,0
drone_6,34.042466,-118.253011,0.64,0.39,3.82,1980,0.2378,96.18,JAMMING,1
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.035516,-118.23703,186.8,16.22,85.63,1414,0.0864,14.37,NORMAL,0
drone_10,34.043693,-118.243507,4.17,1.2,3.69,1828,0.2321,96.31,JAMMING,1
drone_2,34.064206,-118.259008,256.2,7.04,64.81,1492,0.0274,35.19,NORMAL,0
drone_6,34.062133,-118.255191,149.99,50.76,20.48,11973,0.3362,79.52,DOS,1
drone_6,34.384275,-117.967902,228.26,141.62,72.81,1540,0.6177,27.19,GPS_SPOOFING,1
drone_7,34.052191,-118.231447,157.88,17.48,76.7,329,0.11,23.3,NORMAL,0
drone_8,34.038396,-118.256781,77.14,35.6,66.57,39807,0.4556,33.43,DOS,1
drone_10,34.055947,-118.250201,219.09,15.5,71.25,1108,0.0704,28.75,NORMAL,0
drone_7,34.446128,-117.890283,394.82,135.64,70.5,1552,0.3427,29.5,GPS_SPOOFING,1
drone_6,34.049551,-118.261956,296.3,12.56,92.55,14,0.0422,7.45,NORMAL,0
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.036812,-118.23931,99.97,45.23,55.32,21677,0.448,44.68,DOS,1
drone_5,34.040324,-118.229209,50.3,10.57,76.95,504,0.206,23.05,NORMAL,0
drone_4,34.05622,-118.263208,227.48,10.45,60.27,937,0.0457,39.73,NORMAL,0
drone_10,34.032985,-118.239982,224.47,21.43,65.85,701,0.095,34.15,NORMAL,0
drone_4,34.071951,-118.231519,106.12,17.98,88.02,436,0.1678,11.98,NORMAL,0
drone_8,34.036827,-118.257364,167.94,59.12,63.54,81873,0.3499,36.46,DOS,1
drone_10,34.040765,-118.234584,239.11,8.85,74.07,735,0.0369,25.93,NORMAL,0
drone_9,34.548885,-117.840819,387.68,134.61,68.37,1682,0.3463,31.63,GPS_SPOOFING,1
drone_7,34.050741,-118.24619,224.12,24.89,96.72,209,0.1106,3.28,NORMAL,0
drone_4,34.04536,-118.25105,179.76,14.94,88.01,363,0.0827,11.99,NORMAL,0
drone_10,34.507398,-118.083045,386.5,110.58,45.36,1745,0.2854,54.64,GPS_SPOOFING,1
drone_9,34.054033,-118.246983,62.16,5.67,65.72,519,0.0898,34.28,NORMAL,0
drone_5,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.066176,-118.22784,195.58,8.93,82.62,193,0.0454,17.38,NORMAL,0
drone_9,34.487217,-117.868774,214.08,120.57,77.49,1731,0.5606,22.51,GPS_SPOOFING,1
drone_10,34.050303,-118.250598,8.67,1.37,3.75,1844,0.1417,96.25,JAMMING,1
drone_10,34.049746,-118.244204,280.12,18.58,98.54,145,0.0661,1.46,NORMAL,0
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.057973,-118.262266,220.74,16.47,92.68,273,0.0743,7.32,NORMAL,0
drone_7,34.382497,-118.031209,198.24,143.1,49.05,1561,0.7182,50.95,GPS_SPOOFING,1
drone_6,34.067725,-118.237846,89.93,13.7,63.81,7,0.1507,36.19,NORMAL,0
drone_8,34.049705,-118.244109,4.63,1.71,3.97,1988,0.3037,96.03,JAMMING,1
drone_5,34.059194,-118.243475,0.18,0.44,1.11,1906,0.3729,98.89,JAMMING,1
drone_6,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.061561,-118.233767,206.57,6.99,75.12,1382,0.0337,24.88,NORMAL,0
drone_5,34.04423,-118.225873,155.22,36.53,41.22,40543,0.2338,58.78,DOS,1
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_4,34.072016,-118.231019,84.94,23.11,95.98,1002,0.2689,4.02,NORMAL,0
drone_10,34.039967,-118.237606,239.92,9.27,87.38,1174,0.0385,12.62,NORMAL,0
drone_8,34.045865,-118.252735,200.22,21.33,64.41,439,0.106,35.59,NORMAL,0
drone_3,34.059904,-118.259839,163.74,41.09,36.51,43458,0.2494,63.49,DOS,1
drone_8,34.04235,-118.246035,56.91,9.64,95.37,506,0.1665,4.63,NORMAL,0
drone_7,34.051567,-118.237392,96.41,18.96,71.68,916,0.1946,28.32,NORMAL,0
drone_5,34.049498,-118.232639,243.19,13.09,63.87,918,0.0536,36.13,NORMAL,0
drone_4,34.060726,-118.239862,124.72,16.92,76.66,421,0.1346,23.34,NORMAL,0
drone_8,34.049378,-118.243771,10.83,1.03,14.56,1954,0.0871,85.44,JAMMING,1
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.061846,-118.257232,143.63,11.46,65.15,706,0.0792,34.85,NORMAL,0
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.041954,-118.228695,211.39,12.61,85.67,760,0.0594,14.33,NORMAL,0
drone_7,34.233413,-117.999121,215.06,155.39,41.4,1671,0.7192,58.6,GPS_SPOOFING,1
drone_4,34.033536,-118.235405,69.78,19.4,67.1,491,0.2741,32.9,NORMAL,0
drone_6,34.050514,-118.242547,67.0,14.41,90.7,1286,0.2119,9.3,NORMAL,0
drone_9,34.054425,-118.240048,50.01,7.45,94.45,1068,0.146,5.55,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.04065,-118.261823,124.02,11.56,79.13,1073,0.0925,20.87,NORMAL,0
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.323255,-117.98163,168.86,99.41,68.05,1750,0.5852,31.95,GPS_SPOOFING,1
drone_1,34.054907,-118.228798,51.69,52.32,65.02,23970,0.993,34.98,DOS,1
drone_9,34.052357,-118.24462,125.78,7.95,64.98,1182,0.0627,35.02,NORMAL,0
drone_9,34.035514,-118.233774,220.78,23.97,74.84,510,0.1081,25.16,NORMAL,0
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.048093,-118.249806,8.54,1.54,14.58,1862,0.1614,85.42,JAMMING,1
drone_9,34.052333,-118.239958,4.07,1.24,9.24,1904,0.2446,90.76,JAMMING,1
drone_5,34.058997,-118.234408,110.62,16.09,61.32,444,0.1441,38.68,NORMAL,0
drone_2,34.048671,-118.256534,287.98,20.63,65.35,472,0.0714,34.65,NORMAL,0
drone_2,34.035522,-118.241632,183.6,24.43,64.91,799,0.1323,35.09,NORMAL,0
drone_7,34.05823,-118.240023,263.22,9.3,69.35,206,0.0352,30.65,NORMAL,0
drone_7,34.056087,-118.231469,171.44,21.35,62.56,183,0.1238,37.44,NORMAL,0
drone_2,34.036017,-118.257443,260.1,24.68,82.01,1368,0.0945,17.99,NORMAL,0
drone_7,34.066832,-118.227361,155.91,44.61,26.12,68083,0.2843,73.88,DOS,1
drone_10,34.042234,-118.232877,51.69,19.39,90.44,1401,0.368,9.56,NORMAL,0
drone_6,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.053823,-118.248229,92.67,8.45,76.58,1329,0.0902,23.42,NORMAL,0
drone_3,34.312495,-117.873899,130.33,115.45,80.61,1714,0.8791,19.39,GPS_SPOOFING,1
drone_10,34.048055,-118.248242,94.66,34.22,24.9,40249,0.3577,75.1,DOS,1
drone_5,34.067115,-118.239017,51.43,8.69,74.91,342,0.1657,25.09,NORMAL,0
drone_2,34.064681,-118.255441,181.29,21.19,81.45,1493,0.1162,18.55,NORMAL,0
drone_4,34.058773,-118.245831,122.63,5.92,69.45,1109,0.0479,30.55,NORMAL,0
drone_2,34.041987,-118.257087,112.09,57.26,42.4,87404,0.5063,57.6,DOS,1
drone_6,34.070092,-118.224546,50.45,32.08,25.05,78862,0.6235,74.95,DOS,1
drone_8,34.045083,-118.26307,273.34,8.41,94.34,741,0.0307,5.66,NORMAL,0
drone_1,34.068038,-118.261517,149.31,8.75,95.15,383,0.0582,4.85,NORMAL,0
drone_1,34.045747,-118.224856,99.91,7.36,73.48,13,0.0729,26.52,NORMAL,0
drone_3,34.173418,-118.087639,398.33,154.41,89.54,1554,0.3867,10.46,GPS_SPOOFING,1
drone_10,34.049469,-118.247944,79.93,12.72,83.82,793,0.1572,16.18,NORMAL,0
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.053541,-118.241312,2.61,1.61,1.9,1960,0.446,98.1,JAMMING,1
drone_2,34.059042,-118.240381,5.75,0.58,4.94,1927,0.0859,95.06,JAMMING,1
drone_6,34.067842,-118.251441,255.62,12.79,91.65,564,0.0498,8.35,NORMAL,0
drone_8,34.033702,-118.25682,176.51,11.29,93.27,776,0.0636,6.73,NORMAL,0
drone_1,34.062317,-118.239945,270.7,19.3,90.37,486,0.071,9.63,NORMAL,0
drone_10,34.06457,-118.260093,250.14,23.19,81.08,852,0.0923,18.92,NORMAL,0
drone_3,34.041648,-118.229848,50.23,15.3,89.79,1454,0.2987,10.21,NORMAL,0
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.048005,-118.226088,205.59,6.45,78.07,202,0.0312,21.93,NORMAL,0
drone_2,34.539295,-118.112838,312.19,87.06,58.14,1529,0.278,41.86,GPS_SPOOFING,1
drone_4,34.067534,-118.250559,96.61,8.38,98.96,693,0.0859,1.04,NORMAL,0
drone_5,34.059955,-118.246975,274.24,17.21,97.75,1049,0.0625,2.25,NORMAL,0
drone_4,34.067227,-118.248563,110.13,20.08,87.75,1230,0.1807,12.25,NORMAL,0
drone_4,34.055596,-118.243074,201.98,13.18,64.08,904,0.0649,35.92,NORMAL,0
drone_8,34.043054,-118.233973,210.93,13.48,88.89,265,0.0636,11.11,NORMAL,0
drone_9,34.057179,-118.245466,2.32,0.13,7.08,1951,0.0392,92.92,JAMMING,1
drone_10,34.412007,-117.970293,232.4,101.04,63.58,1588,0.4329,36.42,GPS_SPOOFING,1
drone_2,34.064297,-118.251442,285.85,10.08,93.5,837,0.0351,6.5,NORMAL,0
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_2,34.058199,-118.241576,142.35,21.2,66.35,1364,0.1479,33.65,NORMAL,0
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.033195,-118.263556,236.97,16.01,90.61,1050,0.0673,9.39,NORMAL,0
drone_3,34.037142,-118.245749,147.35,44.63,49.78,78033,0.3008,50.22,DOS,1
drone_1,34.050101,-118.235676,145.21,9.84,98.85,1296,0.0673,1.15,NORMAL,0
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.050831,-118.249493,263.48,24.22,61.65,1,0.0916,38.35,NORMAL,0
drone_5,34.049862,-118.249944,128.36,17.29,77.55,1127,0.1337,22.45,NORMAL,0
drone_7,34.0431,-118.232689,220.07,7.01,95.36,1232,0.0317,4.64,NORMAL,0
drone_2,34.04209,-118.231387,109.31,7.92,69.45,1448,0.0718,30.55,NORMAL,0
drone_1,34.068377,-118.23558,226.95,16.17,95.85,441,0.0709,4.15,NORMAL,0
drone_8,34.200269,-117.988273,117.83,152.28,42.65,1573,1.2815,57.35,GPS_SPOOFING,1
drone_10,34.047711,-118.22554,129.18,14.7,68.77,784,0.1129,31.23,NORMAL,0
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.034831,-118.223881,288.47,5.24,60.18,1210,0.0181,39.82,NORMAL,0
drone_7,34.05544,-118.243692,1.54,1.62,9.37,1817,0.6378,90.63,JAMMING,1
drone_9,34.064964,-118.239216,82.31,12.11,83.0,1362,0.1454,17.0,NORMAL,0
drone_7,34.054312,-118.238088,13.79,1.05,7.65,1791,0.071,92.35,JAMMING,1
drone_6,34.042136,-118.231509,171.12,56.79,65.29,62805,0.3299,34.71,DOS,1
drone_8,34.058606,-118.258066,172.86,22.62,74.8,1294,0.1301,25.2,NORMAL,0
drone_8,34.054548,-118.237872,7.94,1.04,1.76,1886,0.1163,98.24,JAMMING,1
drone_3,34.053356,-118.251766,2.42,1.88,1.65,1950,0.5497,98.35,JAMMING,1
drone_2,34.033716,-118.252896,161.2,6.33,76.91,1214,0.039,23.09,NORMAL,0
drone_3,34.071722,-118.250509,223.58,6.87,71.01,1188,0.0306,28.99,NORMAL,0
